"SGL_UF","MUNICIPIO","ELEICAO","NOME","DT_NASC","SEXO","SGL_PARTIDO","VV1T","eleito"
"PB","CONDADO",2008,"EUGENIO PACELLI DE LIMA","1958-10-20","MASCULINO","PC do B",51.57,1
"PB","CONDADO",2008,"VALDEMILSON PEREIRA DOS SANTOS","1955-08-25","MASCULINO","PSDB",48.31,0
"PB","CONDE",2004,"ALUISIO VINAGRE REGIS","1952-01-20","Masculino","PV",36.1342317347074,1
"PB","CONDE",2004,"TEMISTOCLES DE ALMEIDA RIBEIRO","1949-12-27","Masculino","PL",24.0058131853613,0
"PB","CONDE",2008,"ALUISIO VINAGRE REGIS","1952-01-20","MASCULINO","PMDB",47.56,1
"PB","CONDE",2008,"TATIANA LUNDGREN CORREA DE OLIVEIRA","1956-02-24","FEMININO","PDT",45.7,0
"PB","CONGO",2004,"JOSE ALVES DA SILVA","1945-10-04","Masculino","PTB",52.9718137254902,1
"PB","CONGO",2004,"JOSE JUVANCI FERREIRA DE MORAIS","1958-05-11","Masculino","PSDB",47.0281862745098,0
"PB","CONGO",2008,"JOSE ALVES DA SILVA","1945-10-04","MASCULINO","PTB",47.81,0
"PB","CONGO",2008,"ROMUALDO ANTONIO QUIRINO DE SOUSA","1964-02-06","MASCULINO","PDT",52.19,1
"PB","COREMAS",2004,"EDILSON PEREIRA DE OLIVEIRA","1955-11-18","Masculino","PL",47.7316878071078,1
"PB","COREMAS",2004,"LUCRENATO RAMALHO LEITE JUNIOR","1977-10-26","Masculino","PMDB",32.5219974860016,0
"PB","COREMAS",2008,"EDILSON PEREIRA DE OLIVEIRA","1955-11-18","MASCULINO","PR",55.06,1
"PB","COREMAS",2008,"LUCRENATO RAMALHO LEITE JUNIOR","1977-10-26","MASCULINO","PMDB",44.94,0
"PB","COXIXOLA",2004,"JOSE TOMAZ DAS NEVES","1950-10-06","Masculino","PSB",46.3011314186249,0
"PB","COXIXOLA",2004,"NELSON HONORATO DA SILVA","1944-08-13","Masculino","PFL",53.6988685813751,1
"PB","COXIXOLA",2008,"GENILSON MANOEL DOS SANTOS","1964-06-28","MASCULINO","PSDB",49.02,0
"PB","COXIXOLA",2008,"NELSON HONORATO DA SILVA","1944-08-13","MASCULINO","DEM",50.98,1
"PB","CRUZ DO ESPIRITO SANTO",2004,"IRMA DE SOUZA CARNEIRO DA CUNHA","1959-02-17","Feminino","PTB",42.0511221945137,0
"PB","CRUZ DO ESPIRITO SANTO",2004,"RAFAEL FERNANDES DE CARVALHO JUNIOR","1958-09-06","Masculino","PMDB",55.1122194513716,1
"PB","CRUZ DO ESPIRITO SANTO",2008,"IRMA DE SOUZA","1959-02-17","FEMININO","DEM",43.86,0
"PB","CRUZ DO ESPIRITO SANTO",2008,"RAFAEL FERNANDES DE CARVALHO JUNIOR","1958-09-06","MASCULINO","PMDB",55.42,1
"PB","CUBATI",2004,"ERNANDO DA VINCE LIMA","1954-09-22","Masculino","PSDB",43.6502584850528,0
"PB","CUBATI",2004,"JOSINALDO VIEIRA DA COSTA","1961-06-06","Masculino","PP",54.4167228590695,1
"PB","CUBATI",2008,"DIMAS PEREIRA DA SILVA","1965-12-07","MASCULINO","PP",52.74,1
"PB","CUBATI",2008,"EDUARDO RONIELLE GUIMARAES MARTINS DANTAS","1980-07-06","MASCULINO","PMDB",47.26,0
"PB","CUITE",2004,"ANTONIO MEDEIROS DANTAS","1933-01-22","Masculino","PMDB",56.2196656480316,1
"PB","CUITE",2004,"JAIME DA COSTA PEREIRA FILHO","1949-11-18","Masculino","PTB",43.7803343519684,0
"PB","CUITE",2008,"EUDA FABIANA DE FARIAS PALMEIRA VENANCIO","1971-02-04","FEMININO","PMDB",54.93,1
"PB","CUITE",2008,"PERICLES VENANCIO DOS SANTOS","1966-04-30","MASCULINO","PT",45.07,0
"PB","CUITE DE MAMANGUAPE",2004,"JOAO DANTAS DE LIMA","1959-01-12","Masculino","PSDB",51.7804551539491,1
"PB","CUITE DE MAMANGUAPE",2004,"JOSE MEIRELES FILHO","1962-05-15","Masculino","PMDB",48.2195448460509,0
"PB","CUITE DE MAMANGUAPE",2008,"ISAURINA DOS SANTOS MEIRELES FILHA","1984-02-25","FEMININO","PMDB",50.66,1
"PB","CUITE DE MAMANGUAPE",2008,"JOAO DANTAS DE LIMA","1959-01-12","MASCULINO","PSDB",49.34,0
"PB","CUITEGI",2004,"EDNALDO PAULO LINO","1959-06-29","Masculino","PFL",43.2953105196451,1
"PB","CUITEGI",2004,"MICHELLINE PAULINO PEREIRA","1977-08-19","Feminino","PMDB",36.0456273764259,0
"PB","CUITEGI",2008,"ANTONIO ALBUQUERQUE CABRAL","1948-05-09","MASCULINO","DEM",29.99,0
"PB","CUITEGI",2008,"EDNALDO PAULO LINO","1959-06-29","MASCULINO","PSDB",68.6,1
"PB","CURRAL DE CIMA",2004,"MANOEL FERREIRA DO NASCIMENTO","1950-04-12","Masculino","PFL",58.6871424269798,1
"PB","CURRAL DE CIMA",2004,"PLACIDO LOURENCO FERNANDES","1944-10-02","Masculino","PTB",41.3128575730202,0
"PB","CURRAL DE CIMA",2008,"AECIO FLAVIO FERNANDES","1946-01-10","MASCULINO","PSB",35.4,0
"PB","CURRAL DE CIMA",2008,"NADIR FERNANDES DE FARIAS","1971-09-27","MASCULINO","DEM",64.6,1
"PB","CURRAL VELHO",2004,"LUIS ALVES BARBOSA","1954-05-14","Masculino","PL",64.8562300319489,1
"PB","CURRAL VELHO",2004,"SILVINO PEREIRA DE MARROCOS","1961-10-22","Masculino","PSDC",35.1437699680511,0
"PB","CURRAL VELHO",2008,"LUIZ ALVES BARBOSA","1954-05-14","MASCULINO","PR",63.76,1
"PB","CURRAL VELHO",2008,"MAURICEIA BATISTA BARBOSA","1967-11-08","FEMININO","PSC",36.24,0
"PB","DAMIAO",2004,"EVA SANTOS NEPOMUCENO","1957-11-24","Feminino","PFL",32.4155653450808,0
"PB","DAMIAO",2004,"GEOVAL DE OLIVEIRA SILVA","1952-06-17","Masculino","PMDB",67.5844346549192,1
"PB","DAMIAO",2008,"MARIA ELEONORA SOARES","1961-12-14","FEMININO","PMDB",61.05,1
"PB","DAMIAO",2008,"PAULO DE TARSO CIRNE NEPOMUCENO","1946-01-27","MASCULINO","DEM",38.95,0
"PB","DESTERRO",2004,"DILSON DE ALMEIDA","1965-10-05","Masculino","PL",52.8019925280199,1
"PB","DESTERRO",2004,"JOSE HILTON MEIRA BEZERRA","1969-09-17","Masculino","PTB",47.1980074719801,0
"PB","DESTERRO",2008,"DILSON DE ALMEIDA","1965-10-05","MASCULINO","PR",56.01,1
"PB","DESTERRO",2008,"JOAO LEITE DE ALMEIDA","1930-01-08","MASCULINO","PPS",43.99,0
"PB","DIAMANTE",2004,"HERCULES BARROS MANGUEIRA DINIZ","1969-11-26","Masculino","PMDB",49.9108734402852,1
"PB","DIAMANTE",2004,"ODONIEL DE SOUSA MANGUEIRA","1950-11-05","Masculino","PL",41.074611662847,0
"PB","DIAMANTE",2008,"EDMALDO GALDINO DA SILVA","1972-07-29","MASCULINO","PDT",35.54,0
"PB","DIAMANTE",2008,"HERCULES BARROS MANGUEIRA DINIZ","1969-11-26","MASCULINO","PMDB",62.88,1
"PB","DONA INES",2004,"LUIZ JOSE DA SILVA","1945-05-10","Masculino","PMDB",63.3814365365694,1
"PB","DONA INES",2004,"NAPOLEAO RODRIGUES DE SOUSA","1967-10-16","Masculino","PSDB",36.6185634634306,0
"PB","DONA INES",2008,"ANTONIO JUSTINO DE ARAUJO NETO","1964-10-23","MASCULINO","PSB",43.27,1
"PB","DONA INES",2008,"GILSON JOSE DA SILVA","1967-03-01","MASCULINO","PMDB",38.35,0
"PB","DUAS ESTRADAS",2004,"MARIA DO CEU PAULINO NOBREGA","1958-01-23","Feminino","PSDB",44.8330683624801,0
"PB","DUAS ESTRADAS",2004,"ROBERTO CARLOS NUNES","1966-12-15","Masculino","PL",55.1669316375199,1
"PB","EMAS",2004,"ALEXANDRE HENRIQUE REMIGIO LOUREIRO","1963-09-28","Masculino","PSDB",48.4504583151462,0
"PB","EMAS",2004,"JOSE WILLIAM MADRUGA","1954-03-19","Masculino","PMDB",51.5495416848538,1
"PB","EMAS",2008,"FERNANDA MARIA MARINHO DE MEDEIROS LOUREIRO","1968-06-27","FEMININO","PSDB",53.86,1
"PB","EMAS",2008,"JOSE DE ARIMATEIA NUNES LUIZ","1970-03-13","MASCULINO","PMDB",46.14,0
"PB","ESPERANCA",2004,"JOAO DELFINO NETO","1944-04-17","Masculino","PFL",50.5070406211972,1
"PB","ESPERANCA",2004,"ROSIMERE BRONZEADO VIEIRA","1953-03-02","Feminino","PSDB",45.8712406559657,0
"PB","ESPERANCA",2008,"ANDERSON MONTEIRO COSTA","1986-05-23","MASCULINO","DEM",44.89,0
"PB","ESPERANCA",2008,"NOBSON PEDRO DE ALMEIDA","1967-02-19","MASCULINO","PTB",54.46,1
"PB","FAGUNDES",2004,"ARNALDO FERREIRA DE MENEZES","1938-12-17","Masculino","PTB",42.8695526277689,0
"PB","FAGUNDES",2004,"GILBERTO MUNIZ DANTAS","1958-01-01","Masculino","PMDB",57.1304473722311,1
"PB","FAGUNDES",2008,"GILBERTO MUNIZ DANTAS","1958-01-01","MASCULINO","PMDB",54.3,1
"PB","FAGUNDES",2008,"JOSE PEDRO DA SILVA","1968-08-18","MASCULINO","PP",45.7,0
"PB","FREI MARTINHO",2004,"AGUIFAILDO LIRA DANTAS","1967-09-19","Masculino","PTB",45.7360647927585,0
"PB","FREI MARTINHO",2004,"ANA ADELIA NERY CABRAL","1959-05-05","Feminino","PMDB",54.2639352072415,1
"PB","FREI MARTINHO",2008,"AGUIFAILDO LIRA DANTAS","1967-09-19","MASCULINO","PTB",36.58,0
"PB","FREI MARTINHO",2008,"FRANCIVALDO SANTOS DE ARAUJO","1974-11-07","MASCULINO","PMDB",45.67,1
"PB","GADO BRAVO",2004,"AUSTERLIANO EVALDO ARAUJO","1967-02-24","Masculino","PTB",43.2672866963203,0
"PB","GADO BRAVO",2004,"PAULO ALVES MONTEIRO","1947-03-21","Masculino","PSDB",49.6158511928831,1
"PB","GADO BRAVO",2008,"AUSTERLIANO EVALDO ARAUJO","1967-02-24","MASCULINO","PMDB",51.55,1
"PB","GADO BRAVO",2008,"PAULO ALVES MONTEIRO","1947-03-21","MASCULINO","PSDB",48.45,0
"PB","GUARABIRA",2004,"MARIA DE FATIMA DE AQUINO PAULINO","1953-10-20","Feminino","PMDB",60.3083254856824,1
"PB","GUARABIRA",2004,"PAULO ROBERTO AGOSTINHO MEIRELES","1963-02-01","Masculino","PL",39.6916745143176,0
"PB","GUARABIRA",2008,"MARIA DE FATIMA DE AQUINO PAULINO","1953-10-25","FEMININO","PMDB",51.29,1
"PB","GUARABIRA",2008,"MARIA HAILEA ARAUJO TOSCANO","1950-06-27","FEMININO","PSDB",47.02,0
"PB","GURINHEM",2004,"CLAUDINO CESAR FREIRE","1942-03-20","Masculino","PMDB",52.3860782203086,1
"PB","GURINHEM",2004,"JORGE URCULO RIBEIRO COUTINHO","1950-03-25","Masculino","PSDB",47.6139217796914,0
"PB","GURINHEM",2008,"CLAUDINO CESAR FREIRE","1942-03-20","MASCULINO","PMDB",52.09,1
"PB","GURINHEM",2008,"JORGE URCULO RIBEIRO COUTINHO","1950-03-25","MASCULINO","PSDB",46.59,0
"PB","GURJAO",2004,"JOSE CARLOS VIDAL","1944-12-13","Masculino","PL",52.4434389140272,1
"PB","GURJAO",2004,"RONALDO RAMOS DE QUEIROZ","1965-06-12","Masculino","PSDB",47.5565610859728,0
"PB","GURJAO",2008,"JOSE MARTINHO CANDIDO DE CASTRO","1938-03-17","MASCULINO","PT",52.23,1
"PB","GURJAO",2008,"RONALDO RAMOS DE QUEIROZ","1965-06-12","MASCULINO","PDT",47.77,0
"PB","IBIARA",2004,"FRANCISCO RAMALHO DE ALENCAR","1945-11-01","Masculino","PDT",47.8781827259111,0
"PB","IBIARA",2004,"NAILSON RODRIGUES RAMALHO","1955-10-16","Masculino","PSDB",52.1218172740889,1
"PB","IBIARA",2008,"JOSE RINALDO MARTINS","1957-07-10","MASCULINO","PSDB",41.29,0
"PB","IBIARA",2008,"PEDRO FEITOZA LEITE","1961-05-29","MASCULINO","PT",58.71,1
"PB","IGARACY",2004,"ARLINDO CESAR MARTINS COSTA BRASILEIRO","1972-08-26","Masculino","PP",46.6341463414634,0
"PB","IGARACY",2004,"JUCELINO LIMA DE FARIAS","1942-08-16","Masculino","PL",53.3658536585366,1
"PB","IGARACY",2008,"JUCELINO LIMA DE FARIAS","1942-08-16","MASCULINO","PSDB",58,1
"PB","IGARACY",2008,"MARIA DE FATIMA LIMA","1948-04-03","FEMININO","DEM",42,0
"PB","IMACULADA",2004,"JOSE RIBAMAR DA SILVA","1956-08-30","Masculino","PSB",50.0089365504915,1
"PB","IMACULADA",2004,"MARCOS ANTONIO PAZ DE BRITO","1952-08-04","Masculino","PFL",49.9910634495085,0
"PB","IMACULADA",2008,"JOSE RIBAMAR DA SILVA","1956-08-30","MASCULINO","PSB",50.99,1
"PB","IMACULADA",2008,"MARCOS ANTONIO PAZ DE BRITO","1952-08-04","MASCULINO","DEM",49.01,0
"PB","INGA",2004,"ANTONIO DE MIRANDA BURITY","1934-02-01","Masculino","PP",44.0441545408931,1
"PB","INGA",2004,"LUIZ CARLOS MONTEIRO DA SILVA","1955-12-10","Masculino","PTB",43.7029603612644,0
"PB","INGA",2008,"CARLOS ALBERTO MENDONCA DE ANDRADE","1955-10-25","MASCULINO","PP",35.98,0
"PB","INGA",2008,"LUIZ CARLOS MONTEIRO DA SILVA","1955-12-10","MASCULINO","PMDB",40.28,1
"PB","ITABAIANA",2004,"ANTONIO CARLOS RODRIGUES DE MELO JUNIOR","1973-10-05","Masculino","PMDB",35.1910940934553,0
"PB","ITABAIANA",2004,"EURIDICE MOREIRA DA SILVA","1939-03-05","Feminino","PTB",43.1397574984046,1
"PB","ITABAIANA",2008,"ANTONIO CARLOS RODRIGUES DE MELO JUNIOR","1973-10-05","MASCULINO","PMDB",45.32,0
"PB","ITABAIANA",2008,"EURIDICE MOREIRA DA SILVA","1939-03-05","FEMININO","PTB",53.71,1
"PB","ITAPORANGA",2004,"ANTONIO PORCINO SOBRINHO","1951-03-14","Masculino","PMDB",57.2105852943712,1
"PB","ITAPORANGA",2004,"JOSE WILL RODRIGUES","1937-07-01","Masculino","PTB",42.7894147056288,0
"PB","ITAPORANGA",2008,"AUDIBERG ALVES DECARVALHO","1960-02-22","MASCULINO","PTB",46.21,0
"PB","ITAPORANGA",2008,"DJACI FARIAS BRASILEIRO","1947-07-21","MASCULINO","PSDB",50.6,1
"PB","ITAPOROROCA",2004,"JOSE ADAMASTOR MADRUGA","1944-03-29","Masculino","PMDB",51.9715808170515,1
"PB","ITAPOROROCA",2004,"RISEUDA VIEIRA NUNES","1958-10-13","Feminino","PP",40.7696862048549,0
"PB","ITATUBA",2004,"JOSE RONALDO MARTINS DE ANDRADE","1961-06-12","Masculino","PL",47.9933110367893,0
"PB","ITATUBA",2004,"RENATO LACERDA MARTINS","1944-12-14","Masculino","PSDB",51.1204013377926,1
"PB","ITATUBA",2008,"ARON RENE MARTINS DE ANDRADE","1974-07-29","MASCULINO","PMDB",47.08,0
"PB","ITATUBA",2008,"RENATO LACERDA MARTINS","1944-12-14","MASCULINO","PSDB",52.92,1
"PB","JACARAU",2004,"DERIVAN BENEDITO LUIZ","1950-03-06","Masculino","PSDB",45.3169685414681,0
"PB","JACARAU",2004,"MARIA CRISTINA DA SILVA","1973-07-21","Feminino","PTB",54.6830314585319,1
"PB","JACARAU",2008,"JOAO RIBEIRO FILHO","1986-01-04","MASCULINO","PMDB",45.23,0
"PB","JACARAU",2008,"MARIA CRISTINA DA SILVA","1973-07-21","FEMININO","PTB",46.41,1
"PB","JERICO",2004,"RINALDO DE OLIVEIRA SOUZA","1973-08-07","Masculino","PFL",52.6894385551629,1
"PB","JERICO",2004,"VALDELANIA LOPES MONTEIRO OLIVEIRA","1963-10-01","Feminino","PPS",47.3105614448371,0
"PB","JERICO",2008,"RINALDO DE OLIVEIRA SOUZA","1973-08-07","MASCULINO","PR",55.69,1
"PB","JERICO",2008,"VALDELANIA LOPES MONTEIRO OLIVEIRA","1963-10-01","FEMININO","DEM",44.31,0
"PB","JUAREZ TAVORA",2004,"JOAO DIAS DE ALMEIDA","1958-08-26","Masculino","PL",44.3213296398892,0
"PB","JUAREZ TAVORA",2004,"JOSE ALVES FEITOSA","1951-08-21","Masculino","PMN",55.6786703601108,1
"PB","JUAREZ TAVORA",2008,"JOAO TRAJANO DA CUNHA","1940-09-02","MASCULINO","PSDB",40.38,0
"PB","JUAREZ TAVORA",2008,"JOSE ALVES FEITOSA","1951-08-21","MASCULINO","PMN",51.74,1
"PB","JUAZEIRINHO",2004,"FREDERICO ANTONIO RAULINO DE OLIVEIRA","1967-10-31","Masculino","PTB",52.7976878612717,1
"PB","JUAZEIRINHO",2004,"GENIVAL MATIAS DE OLIVEIRA","1932-03-12","Masculino","PFL",38.7861271676301,0
"PB","JUAZEIRINHO",2008,"BEVILACQUA MATIAS MARACAJA","1959-09-04","MASCULINO","PRB",51.16,1
"PB","JUAZEIRINHO",2008,"ROBERTO CRISPIM PASCHOAL DE OLIVEIRA","1971-01-26","MASCULINO","PSDB",48.84,0
"PB","JUNCO DO SERIDO",2004,"EDILSON AZEVEDO GAMBARRA DA NOBREGA","1948-12-22","Masculino","PFL",42.2256890275611,0
"PB","JUNCO DO SERIDO",2004,"OSVALDO BALDUINO GUEDES FILHO","1958-07-28","Masculino","PSDB",56.65626625065,1
"PB","JUNCO DO SERIDO",2008,"COSMO SIMOES DE MEDEIROS","1963-12-03","MASCULINO","PTB",53.72,1
"PB","JUNCO DO SERIDO",2008,"OSVALDO BALDUINO GUEDES FILHO","1958-07-28","MASCULINO","PSDB",45.63,0
"PB","JURIPIRANGA",2004,"ANTONIO MAROJA GUEDES FILHO","1958-12-15","Masculino","PSDB",53.0424407704108,1
"PB","JURIPIRANGA",2004,"ARNALDO MOUSINHO DA SILVA","1945-04-06","Masculino","PMDB",46.9575592295892,0
"PB","JURIPIRANGA",2008,"ANTONIO MAROJA GUEDES FILHO","1958-12-15","MASCULINO","PSDB",60.02,1
"PB","JURIPIRANGA",2008,"OTAVIO DUARTE SANTOS","1973-03-26","MASCULINO","PSB",39.98,0
"PB","JURU",2004,"ANTONIO LOUDAL FLORENTINO TEIXEIRA","1954-09-27","Masculino","PL",59.0068865530989,1
"PB","JURU",2004,"GERALDO  LUIZ LEITE","1956-12-04","Masculino","PSDB",39.7789054005074,0
"PB","JURU",2008,"JOSE ORLANDO TEOTONIO","1963-02-03","MASCULINO","PR",50.02,1
"PB","JURU",2008,"LUIZ GALVAO DA SILVA","1965-08-25","MASCULINO","PSB",49.98,0
"PB","LAGOA",2004,"ADELAIDE PEREIRA DE LIMA","1967-01-30","Feminino","PFL",42.9865666979069,0
"PB","LAGOA",2004,"JOSE DE OLIVEIRA MELO","1936-12-30","Masculino","PTB",57.0134333020931,1
"PB","LAGOA",2008,"JOSE DE OLIVEIRA MELO","1936-12-30","MASCULINO","PTB",46.51,0
"PB","LAGOA",2008,"MAGNO DEMYS DE OLIVEIRA BORGES","1981-08-13","MASCULINO","PSC",53.49,1
"PB","LAGOA DE DENTRO",2004,"JOSE EDSON DA COSTA SILVA","1962-11-18","Masculino","PL",52.3593073593074,1
"PB","LAGOA DE DENTRO",2004,"JOSE HUMBERTO DE PAULA","1955-12-04","Masculino","PSDB",47.6406926406926,0
"PB","LAGOA DE DENTRO",2008,"JOSE EDSON DA COSTA SILVA","1962-11-18","MASCULINO","PP",45.25,0
"PB","LAGOA DE DENTRO",2008,"SUELI MADRUGA FREIRE","1964-07-09","FEMININO","PMDB",54.75,1
"PB","LAGOA SECA",2004,"EDVARDO HERCULANO DE LIMA","1946-08-30","Masculino","PTB",51.6466283324621,1
"PB","LAGOA SECA",2004,"FRANCISCO JOSE DE OLIVEIRA COUTINHO","1942-07-16","Masculino","PP",48.3533716675379,0
"PB","LAGOA SECA",2008,"EDVARDO HERCULANO DE LIMA","1946-08-30","MASCULINO","PSDB",50.29,1
"PB","LAGOA SECA",2008,"FRANCISCO JOSE DE OLIVEIRA COUTINHO","1942-07-16","MASCULINO","PMDB",36.77,0
"PB","LASTRO",2004,"ERASMO QUINTINO DE ABRANTES FILHO","1960-12-15","Masculino","PMDB",49.6593186372745,0
"PB","LASTRO",2004,"JOSE VIVALDO DINIZ","1962-06-26","Masculino","PDT",50.3406813627254,1
"PB","LASTRO",2008,"JOSE VIVALDO DINIZ","1962-06-26","MASCULINO","PDT",63.07,1
"PB","LASTRO",2008,"WILMESON EMMANUEL MENDES SARMENTO","1977-04-10","MASCULINO","PTN",36.93,0
"PB","LIVRAMENTO",2004,"FLAVIO ANTONIO CHAVES","1958-04-14","Masculino","PFL",44.5230544035131,0
"PB","LIVRAMENTO",2004,"JOSE DE ARIMATEIA ANASTACIO RODRIGUES DE LIMA","1966-12-06","Masculino","PL",49.5974627958039,1
"PB","LIVRAMENTO",2008,"FLAVIA DE LOURDES ARAUJO CHAVES","1980-10-25","FEMININO","DEM",40.3,0
"PB","LIVRAMENTO",2008,"JARBAS CORREIA BEZERRA","1971-04-30","MASCULINO","PT",42.63,1
"PB","LOGRADOURO",2004,"ABEMILSON ALVES DA COSTA","1962-08-16","Masculino","PFL",27.8038379530917,0
"PB","LOGRADOURO",2004,"HUMBERTO LUIS LISBOA ALVES","1964-09-03","Masculino","PMDB",70.6183368869936,1
"PB","LOGRADOURO",2008,"HUMBERTO LUIS LISBOA ALVES","1964-09-03","MASCULINO","PMDB",72.2,1
"PB","LOGRADOURO",2008,"IVAM FERNANDES CARNEIRO","1965-09-10","MASCULINO","PR",27.8,0
"PB","LUCENA",2004,"ANTONIO MENDONCA MONTEIRO JUNIOR","1964-02-28","Masculino","PL",46.9710947109471,1
"PB","LUCENA",2004,"MARCELO SALES DE MENDONCA","1966-01-02","Masculino","PFL",40.590405904059,0
"PB","LUCENA",2008,"ANTONIO MENDONCA MONTEIRO JUNIOR","1964-02-28","MASCULINO","PR",71.83,1
"PB","LUCENA",2008,"EUGENIO DE CARVALHO FALCAO","1961-01-13","MASCULINO","PDT",28.17,0
"PB","MAE D AGUA",2004,"PERICLES VIANA DE OLIVEIRA JUNIOR","1977-06-09","Masculino","PP",63.4840218238504,1
"PB","MAE D AGUA",2004,"YTAPUAM NUNES LUCENA","1973-06-04","Masculino","PMDB",36.5159781761497,0
"PB","MAE D AGUA",2008,"FRANCISCO CIRINO DA SILVA","1953-04-29","MASCULINO","PSDB",44.28,0
"PB","MAE D AGUA",2008,"PERICLES VIANA DE OLIVEIRA JUNIOR","1977-06-09","MASCULINO","PP",55.72,1
"PB","MALTA",2004,"ANTONIO FERNANDES NETO","1961-02-14","Masculino","PT",48.387970739637,0
"PB","MALTA",2004,"MAURICIO GOMES WANDERLEY","1974-02-02","Masculino","PTB",51.612029260363,1
"PB","MALTA",2008,"AJACIO GOMES WANDERLEY","1976-08-12","MASCULINO","PTB",59.81,1
"PB","MALTA",2008,"ANTONIO FERNANDES FILHO","1941-09-13","MASCULINO","PSB",33.78,0
"PB","MAMANGUAPE",2004,"EZEQUIAS FERREIRA DE LIMA","1950-07-31","Masculino","PV",41.4356025534818,0
"PB","MAMANGUAPE",2004,"FABIO FERNANDES FONSECA","1974-12-27","Masculino","PSDB",51.4156230203206,1
"PB","MAMANGUAPE",2008,"CRISANTO CAVALCANTE DE FARIAS","1949-05-02","MASCULINO","PSDB",37.81,0
"PB","MAMANGUAPE",2008,"EDUARDO CARNEIRO DE BRITO","1979-01-24","MASCULINO","PSB",62.19,1
"PB","MANAIRA",2004,"JOSE WELLINGTON ALMEIDA DE SOUSA","1959-05-12","Masculino","PMDB",73.6409490005604,1
"PB","MANAIRA",2004,"MANOEL BEZERRA RABELO","1963-07-25","Masculino","PSDB",26.3590509994396,0
"PB","MANAIRA",2008,"JOSE SIMAO DE SOUSA","1959-04-02","MASCULINO","PP",55.06,1
"PB","MANAIRA",2008,"MANOEL BEZERRA RABELO","1963-07-25","MASCULINO","PSDB",44.94,0
"PB","MARCACAO",2004,"PAULO SERGIO DA SILVA ARAUJO","1969-01-26","Masculino","PT",51.9793459552496,1
"PB","MARCACAO",2004,"SELIDA MARIA DE CARVALHO","1951-03-13","Feminino","PSDB",48.0206540447504,0
"PB","MARCACAO",2008,"ADRIANO DE OLIVEIRA BARRETO","1974-12-01","MASCULINO","PR",45.84,0
"PB","MARCACAO",2008,"PAULO SERGIO DA SILVA ARAUJO","1969-01-26","MASCULINO","PMDB",53.17,1
"PB","MARI",2004,"ADINALDO DE OLIVEIRA PONTES","1944-01-16","Masculino","PTB",32.6755762848686,0
"PB","MARI",2004,"MARCOS AURELIO MARTINS DE PAIVA","1964-08-02","Masculino","PDT",67.3244237151314,1
"PB","MARI",2008,"ADINALDO DE OLIVEIRA PONTES","1944-01-16","MASCULINO","PMDB",38.81,0
"PB","MARI",2008,"ANTONIO GOMES DA SILVA","1957-07-31","MASCULINO","PSDB",61.19,1
"PB","MARIZOPOLIS",2004,"ALECXIANA VIEIRA BRAGA","1981-10-07","Feminino","PTN",63.421453990849,1
"PB","MARIZOPOLIS",2004,"VALDEMIR GONCALVES BRAGA","1949-12-06","Masculino","PRP",36.578546009151,0
"PB","MARIZOPOLIS",2008,"FRANCISCA BIVANIA BENTO DE ARAUJO","1971-05-30","FEMININO","PSB",25.04,0
"PB","MARIZOPOLIS",2008,"JOSE VIEIRA DA SILVA","1960-02-14","MASCULINO","PTN",74.96,1
"PB","MASSARANDUBA",2004,"ANTONIO MENDONCA COUTINHO FILHO","1960-03-17","Masculino","PSDB",55.5896536606751,1
"PB","MASSARANDUBA",2004,"JOAO RIBEIRO","1930-05-13","Masculino","PP",44.4103463393249,0
"PB","MASSARANDUBA",2008,"MARIA DO SOCORRO ROGERIO GOMES","1963-11-25","FEMININO","PSDB",46.59,0
"PB","MASSARANDUBA",2008,"PAULO FRACINETTE DE OLIVEIRA","1967-03-02","MASCULINO","PHS",53.41,1
"PB","MATARACA",2004,"CLAUDIA ARNALDO DE ALENCAR ARAUJO","1967-06-09","Feminino","PL",49.7385769493067,0
"PB","MATARACA",2004,"IVAN DE MENEZES LYRA","1955-05-12","Masculino","PFL",50.2614230506933,1
"PB","MATARACA",2008,"CLAUDIA ARNALDO DE ALENCAR ARAUJO","1967-06-09","FEMININO","PSDB",45.25,0
"PB","MATARACA",2008,"JOAO MADRUGA DA SILVA","1950-06-27","MASCULINO","PMDB",54.75,1
"PB","MATINHAS",2004,"JOSE COSTA ARAGAO JUNIOR","1971-09-19","Masculino","PTB",50.9538950715421,1
"PB","MATINHAS",2004,"MARIA DE FATIMA SILVA","1958-09-27","Feminino","PMDB",49.0461049284579,0
"PB","MATINHAS",2008,"JOSE COSTA ARAGAO JUNIOR","1971-09-19","MASCULINO","PTB",51.61,1
"PB","MATINHAS",2008,"MARIA DE FATIMA SILVA","1958-09-27","FEMININO","PMDB",48.39,0
"PB","MATUREIA",2004,"ARIANO DANTAS MONTEIRO","1970-07-11","Masculino","PSDB",30.1166824345632,0
"PB","MATUREIA",2004,"JOSE PEREIRA FREITAS DA SILVA","1963-11-15","Masculino","PTB",69.8833175654368,1
"PB","MATUREIA",2008,"DANIEL DANTAS WANDERLEY","1975-07-12","MASCULINO","PMDB",51.85,1
"PB","MATUREIA",2008,"FRANCISCO JOSE DO NASCIMENTO","1963-06-22","MASCULINO","PSDB",48.15,0
"PB","MOGEIRO",2004,"MARGARIDA MARIA SILVEIRA GOMES","1951-11-30","Feminino","PTB",86.7101213108818,1
